url,expected,response,threshold,amount,correct
https://www.usatoday.com/,False,False,8,5,True
https://dartmouthtimes.com/,True,False,9,1,False
https://hillsboroughsun.com/,True,False,9,1,False
https://swnewhampshirenews.com/,True,False,9,1,False
https://www.bbc.com/,False,False,9,1,True
https://thewellesleynews.com/,False,False,9,1,True
https://www.usatoday.com/,False,False,9,1,True
https://dartmouthtimes.com/,True,False,9,2,False
https://hillsboroughsun.com/,True,False,9,2,False
https://swnewhampshirenews.com/,True,False,9,2,False
https://www.bbc.com/,False,False,9,2,True
https://thewellesleynews.com/,False,False,9,2,True
https://www.usatoday.com/,False,False,9,2,True
https://dartmouthtimes.com/,True,False,9,3,False
https://hillsboroughsun.com/,True,False,9,3,False
https://swnewhampshirenews.com/,True,False,9,3,False
https://www.bbc.com/,False,False,9,3,True
https://thewellesleynews.com/,False,False,9,3,True
https://www.usatoday.com/,False,False,9,3,True
https://dartmouthtimes.com/,True,False,9,4,False
https://hillsboroughsun.com/,True,False,9,4,False
https://swnewhampshirenews.com/,True,False,9,4,False
https://www.bbc.com/,False,False,9,4,True
https://thewellesleynews.com/,False,False,9,4,True
https://www.usatoday.com/,False,False,9,4,True
https://dartmouthtimes.com/,True,False,9,5,False
https://hillsboroughsun.com/,True,False,9,5,False
https://swnewhampshirenews.com/,True,False,9,5,False
https://www.bbc.com/,False,False,9,5,True
https://thewellesleynews.com/,False,False,9,5,True
https://www.usatoday.com/,False,False,9,5,True
https://dartmouthtimes.com/,True,False,10,1,False
https://hillsboroughsun.com/,True,False,10,1,False
https://swnewhampshirenews.com/,True,False,10,1,False
https://www.bbc.com/,False,False,10,1,True
https://thewellesleynews.com/,False,False,10,1,True
https://www.usatoday.com/,False,False,10,1,True
https://dartmouthtimes.com/,True,False,10,2,False
https://hillsboroughsun.com/,True,False,10,2,False
https://swnewhampshirenews.com/,True,False,10,2,False
https://www.bbc.com/,False,False,10,2,True
https://thewellesleynews.com/,False,False,10,2,True
https://www.usatoday.com/,False,False,10,2,True
https://dartmouthtimes.com/,True,False,10,3,False
https://hillsboroughsun.com/,True,False,10,3,False
https://swnewhampshirenews.com/,True,False,10,3,False
https://www.bbc.com/,False,False,10,3,True
https://thewellesleynews.com/,False,False,10,3,True
https://www.usatoday.com/,False,False,10,3,True
https://dartmouthtimes.com/,True,False,10,4,False
https://hillsboroughsun.com/,True,False,10,4,False
https://swnewhampshirenews.com/,True,False,10,4,False
https://www.bbc.com/,False,False,10,4,True
https://thewellesleynews.com/,False,False,10,4,True
https://www.usatoday.com/,False,False,10,4,True
https://dartmouthtimes.com/,True,False,10,5,False
https://hillsboroughsun.com/,True,False,10,5,False
https://swnewhampshirenews.com/,True,False,10,5,False
https://www.bbc.com/,False,False,10,5,True
https://thewellesleynews.com/,False,False,10,5,True
https://www.usatoday.com/,False,False,10,5,True
